Unique ID	Make	Model	Trim	VIN	Color	Mileage	Price	ImgUrl
HJT794A	Toyota	Tundra	4WD Truck Grade	5TFUY5F13AX124795	Red	73,051	$23,274	http://www.irwinhyundai.com/assets/inventory/vehicles/5tfuy5f13ax124795/ip/thumbs/1-320.jpg
LHJT830AB	Toyota	RAV4	N/A	JTMBF4DV6AD036466	Brown	61,419	$12,416	http://www.irwinhyundai.com/assets/inventory/vehicles/jtmbf4dv6ad036466/ip/thumbs/1-320.jpg
GPC077A	Kia	Soul	N/A	KNDJT2A26A7172906	Green	91,584	$6,184	http://www.irwinhyundai.com/assets/inventory/vehicles/kndjt2a26a7172906/ip/thumbs/1-320.jpg
LHJT892A	Ford	F-150	STX	1FTRX14W59KB50355	Blue	89,943	$14,954	http://www.irwinhyundai.com/assets/inventory/vehicles/1ftrx14w59kb50355/ip/thumbs/1-320.jpg
LHJT963A	Toyota	Corolla	N/A	1NXBU40E49Z004702	Silver	71,940	$9,139	http://www.irwinhyundai.com/assets/inventory/vehicles/1nxbu40e49z004702/ip/thumbs/1-320.jpg
LHJT970A	Toyota	Tacoma	N/A	5TEUX42N89Z648163	Green	103,732	$14,194	http://www.irwinhyundai.com/assets/inventory/vehicles/5teux42n89z648163/ip/thumbs/1-320.jpg
LHJT738A	Chevrolet	Avalanche	LTZ	3GNFK12Y88G217999	White	213,040	$10,995	http://www.irwinhyundai.com/assets/inventory/vehicles/3gnfk12y88g217999/ip/thumbs/1-320.jpg
LB819A	Hyundai	Santa	Fe GLS	5NMSG73D48H163905	Green	135,712	$7,544	http://www.irwinhyundai.com/assets/inventory/vehicles/5nmsg73d48h163905/ip/thumbs/1-320.jpg
HJT773A	Toyota	Tacoma	N/A	5TEUU42N78Z542391	Blue	78,404	$17,486	http://www.irwinhyundai.com/assets/inventory/vehicles/5teuu42n78z542391/ip/thumbs/1-320.jpg
LGJC1239A	Toyota	Prius	N/A	JTDKB20U087793207	Blue	115,494	$9,958	http://www.irwinhyundai.com/assets/inventory/vehicles/jtdkb20u087793207/ip/thumbs/1-320.jpg
PP198A	Kia	Rio	LX	KNADE123X86337779	N/A	154,387	$3,883	http://www.irwinhyundai.com/assets/inventory/vehicles/knade123x86337779/ip/thumbs/1-320.jpg
GFT059A	Ford	Super	Duty F-350 SRW	1FTWF31Y47EA25608	Black	61,777	$19,570	http://www.irwinhyundai.com/assets/inventory/vehicles/1ftwf31y47ea25608/ip/thumbs/1-320.jpg
HJT769A	Chevrolet	Silverado	1500	1GCEK19J37Z514495	Red	85,635	$19,599	http://www.irwinhyundai.com/assets/inventory/vehicles/1gcek19j37z514495/ip/thumbs/1-320.jpg
HFT467A	Jeep	Patriot	Sport	1J8FF28W77D303205	Blue	176,376	$4,259	http://www.irwinhyundai.com/assets/inventory/vehicles/1j8ff28w77d303205/ip/thumbs/1-320.jpg
HJT522C	Pontiac	Torrent	N/A	2CKDL73FX76086333	Silver	151,068	$5,260	http://www.irwinhyundai.com/assets/inventory/vehicles/2ckdl73fx76086333/ip/thumbs/1-320.jpg
HJT665C	Ford	Edge	SE	2FMDK46C27BB02067	White	124,160	$8,240	http://www.irwinhyundai.com/assets/inventory/vehicles/2fmdk46c27bb02067/ip/thumbs/1-320.jpg
LGFT260A	Ford	Edge	SEL	2FMDK48C07BA20707	Black	145,425	$7,802	http://www.irwinhyundai.com/assets/inventory/vehicles/2fmdk48c07ba20707/ip/thumbs/1-320.jpg
HFT557A	Chevrolet	Impala	LTZ	2G1WU58R879224544	White	138,482	$6,988	http://www.irwinhyundai.com/assets/inventory/vehicles/2g1wu58r879224544/ip/thumbs/1-320.jpg
LHJT786A	Toyota	Tundra	SR5	5TBBV54157S486248	Red	47,413	$22,421	http://www.irwinhyundai.com/assets/inventory/vehicles/5tbbv54157s486248/ip/thumbs/1-320.jpg
HJT921A	Nissan	Murano	N/A	JN8AZ08W17W664354	White	52,801	$9,000	http://www.irwinhyundai.com/assets/inventory/vehicles/jn8az08w17w664354/ip/thumbs/1-320.jpg
HMM020A	Chevrolet	Aveo	LS	KL1TD66687B693986	White	197,952	$3,349	http://www.irwinhyundai.com/assets/inventory/vehicles/kl1td66687b693986/ip/thumbs/1-320.jpg
LHJT737B	Audi	A4	2.0T	WAUAF78E77A158011	Silver	148,460	$5,722	http://www.irwinhyundai.com/assets/inventory/vehicles/wauaf78e77a158011/ip/thumbs/1-320.jpg
LHJT919A	Ford	Escape	XLT	1FMCU93166KC26563	Blue	124,311	$5,319	http://www.irwinhyundai.com/assets/inventory/vehicles/1fmcu93166kc26563/ip/thumbs/1-320.jpg
LHFT489B	Ford	Escape	XLT	1FMYU93186KC26747	Green	197,579	$4,679	http://www.irwinhyundai.com/assets/inventory/vehicles/1fmyu93186kc26747/ip/thumbs/1-320.jpg
HJT544B	Toyota	Avalon	Touring	4T1BK36B16U100845	Gray	159,285	$5,975	http://www.irwinhyundai.com/assets/inventory/vehicles/4t1bk36b16u100845/ip/thumbs/1-320.jpg
GFT421A	Subaru	Impreza	Wagon i	JF1GG67686G817021	Gray Metalli	87,341	$6,549	http://www.irwinhyundai.com/assets/inventory/vehicles/jf1gg67686g817021/ip/thumbs/1-320.jpg
LHJC1023A	Subaru	Impreza	Wagon Outback Sport	JF1GG68676H810053	Gray Metalli	165,611	$5,149	http://www.irwinhyundai.com/assets/inventory/vehicles/jf1gg68676h810053/ip/thumbs/1-320.jpg
LHJT935A	Toyota	Highlander	Limited w/3rd Row	JTEEP21A460186845	Blue	183,381	$8,388	http://www.irwinhyundai.com/assets/inventory/vehicles/jteep21a460186845/ip/thumbs/1-320.jpg
HJT798A	Dodge	Dakota	SLT	1D7HW42N55S164251	Gray	72,189	$10,317	http://www.irwinhyundai.com/assets/inventory/vehicles/1d7hw42n55s164251/ip/thumbs/1-320.jpg
PP201	Toyota	Corolla	CE	2T1BR32EX4C308328	Silver	40,745	$7,655	http://www.irwinhyundai.com/assets/inventory/vehicles/2t1br32ex4c308328/ip/thumbs/1-320.jpg
GJT1254C	Honda	Odyssey	LX	5FNRL18584B136579	Gray	150,206	$3,498	http://www.irwinhyundai.com/assets/inventory/vehicles/5fnrl18584b136579/ip/thumbs/1-320.jpg
HJT340A	Toyota	Tacoma	N/A	5TEHN72N34Z444419	Black	182,132	$11,599	http://www.irwinhyundai.com/assets/inventory/vehicles/5tehn72n34z444419/ip/thumbs/1-320.jpg
LHHT910B	Hyundai	Santa	Fe GLS	KM8SC73EX3U538875	Red	249,725	$2,451	http://www.irwinhyundai.com/assets/inventory/vehicles/km8sc73ex3u538875/ip/thumbs/1-320.jpg
LHJT394B	Acura	TL	Type S	19UUA56862A020101	Silver	204,999	$4,897	http://www.irwinhyundai.com/assets/inventory/vehicles/19uua56862a020101/ip/thumbs/1-320.jpg
LHFT488C	Ford	F-150	XLT	1FTRW08L72KB31485	Red	145,757	$7,699	http://www.irwinhyundai.com/assets/inventory/vehicles/1ftrw08l72kb31485/ip/thumbs/1-320.jpg
HJC945B	Toyota	Corolla	LE	1NXBR12E01Z437497	Red	162,302	$3,159	http://www.irwinhyundai.com/assets/inventory/vehicles/1nxbr12e01z437497/ip/thumbs/1-320.jpg
HMM011B	Toyota	Sienna	FWD	4T3ZF13C5YU278904	Gold	140,301	$4,311	http://www.irwinhyundai.com/assets/inventory/vehicles/4t3zf13c5yu278904/ip/thumbs/1-320.jpg
LHJT871A	Chrysler	Concorde	N/A	2C3EL56T0RH233868	Green	52,581	N/A	<img alt="1994 Chrysler Concorde" class="img-responsive vehicleImg " data-img="/assets/vehiclephotos/missing/photo_unavailable_320.gif" data-thumbnail-vin="2C3EL56T0RH233868" src="/assets/vehiclephotos/missing/photo_unavailable_320.gif" title="1994 Chrysler Concorde"/>
